,,食物名,エネルギーJ,エネルギー,水分,アミノ酸組成による たんぱく質,"たんぱく質",脂肪酸のトリアシルグリセロール当量,"コレステロール",脂質,利用可能炭水化物,利用可能炭水化物 （質量計）,"差引き法による 利用可能炭水化物 ","食物繊維総量",糖アルコール,炭水化物,有機酸,灰分,ナ ト リ ウ ム,カ リ ウ ム,カ ル シ ウ ム,マ グ ネ シ ウ ム,リ ン,鉄,亜 鉛,銅,マ ン ガ ン,ヨ ウ 素,セ レ ン,ク ロ ム,モリブデン,レチノール,α|カロテン,β|カロテン,β|クリプトキサンチン,β|カロテン当量,レチノール活性当量,"      ビタミンD",α|トコフェロール,β|トコフェロール,γ|トコフェロール,δ|トコフェロール,ビタミンK,ビタミンＢ１,"ビタミン B２","ナイアシン",ナイアシン当量,ビタミンＢ６,"ビタミンＢ１２","葉 酸",パントテン酸,ビ オ チ ン,ビタミンC,アルコール,食塩相当量
,,単位,kJ,kcal,g,g,"g",g,"mg",g,g,g,"g","g",g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,"μg",mg,mg,mg,mg,μg,mg,"mg","mg",mg,mg,"μg","μg",mg,μg,mg,g,g
,,成分識別子,ENERC,ENERC_KCAL,WATER,PROTCAA,"PROT-",FATNLEA,"CHOLE",FAT-,CHOAVLM,CHOAVL,"CHOAVLDF-","FIB-",POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,"VITD",TOCPHA,TOCPHB,TOCPHG,TOCPHD,"VITK ",THIA,"RIBF","NIA",NE,VITB6A,"VITB12","FOL",PANTAC,BIOT,VITC,ALC,NACL_EQ
02024,251,＜いも類＞ （やまのいも類） ながいも ながいも 塊根 水煮,247,58,84.2,1.4,"2.0",0.1,"0",0.3,12.9,11.8,"11.9","1.4",-,12.6,-,0.9,3,430,15,16,26,0.4,0.3,0.09,0.03,1,0,0,1,0,-,-,-,0,0,"0",0.2,Tr,0,0,0,0.08,"0.02","0.3",0.8,0.08,"0","6",0.50,1.6,4,-,0
02025,252,＜いも類＞ （やまのいも類） ながいも やまといも 塊根 生,504,119,66.7,2.9,"4.5",0.1,"0",0.2,26.9,24.5,"26.3","2.5",-,27.1,-,1.5,12,590,16,28,72,0.5,0.6,0.16,0.27,1,1,0,4,0,Tr,6,-,6,1,"0",0.2,0.1,Tr,Tr,0,0.13,"0.02","0.5",1.5,0.14,"0","6",0.54,4.0,5,-,0
02026,253,＜いも類＞ （やまのいも類） じねんじょ 塊根 生,498,118,68.8,1.8,"2.8",0.3,"0",0.7,25.7,23.4,"25.7","2.0",-,26.7,0.4,1.0,6,550,10,21,31,0.8,0.7,0.21,0.12,Tr,Tr,0,1,0,-,-,-,5,Tr,"0",4.1,0,0,0,0,0.11,"0.04","0.6",1.3,0.18,"0","29",0.67,2.4,15,-,0
02027,254,＜いも類＞ （やまのいも類） だいじょ 塊根 生,434,102,71.2,1.8,"2.6",Tr,"0",0.1,23.7,21.6,"23.1","2.2",-,25.0,0.5,1.1,20,490,14,18,57,0.7,0.3,0.24,0.03,Tr,1,Tr,4,0,0,3,0,3,Tr,"0",0.4,0,0,0,0,0.10,"0.02","0.4",1.0,0.28,"0","24",0.45,3.0,17,-,0.1
02070,255,＜でん粉・でん粉製品＞ （でん粉類） おおうばゆりでん粉,1397,328,16.2,-,"0.1",-,"-",0.1,88.3,80.2,"82.8","0.8",-,83.6,0,Tr,1,1,5,1,6,0.1,Tr,0.01,0.02,0,0,0,0,-,0,0,0,0,0,"-",0,0,0,0,0,0,"0","0",Tr,0,"-","Tr",0.01,0,0,-,0
02028,256,＜でん粉・でん粉製品＞ （でん粉類） キャッサバでん粉,1510,354,14.2,-,"0.1",-,"0",0.2,93.8,85.3,"85.3","0",-,85.3,-,0.2,1,48,28,5,6,0.3,Tr,0.03,0.09,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02029,257,＜でん粉・でん粉製品＞ （でん粉類） くずでん粉,1517,356,13.9,-,"0.2",-,"0",0.2,94.2,85.6,"85.6","0",-,85.6,-,0.1,2,2,18,3,12,2.0,Tr,0.02,0.02,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02030,258,＜でん粉・でん粉製品＞ （でん粉類） 米でん粉,1601,375,9.7,-,"0.2",-,"0",0.7,98.2,89.3,"89.3","0",-,89.3,-,0.1,11,2,29,8,20,1.5,0.1,0.06,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02031,259,＜でん粉・でん粉製品＞ （でん粉類） 小麦でん粉,1536,360,13.1,-,"0.2",-,"0",0.5,94.6,86.0,"86.0","0",-,86.0,-,0.2,3,8,14,5,33,0.6,0.1,0.02,0.06,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02032,260,＜でん粉・でん粉製品＞ （でん粉類） サゴでん粉,1524,357,13.4,-,"0.1",-,"0",0.2,94.7,86.1,"86.1","0",-,86.1,-,0.2,7,1,7,3,9,1.8,Tr,Tr,0.37,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02033,261,＜でん粉・でん粉製品＞ （でん粉類） さつまいもでん粉,1452,340,17.5,-,"0.1",-,"0",0.2,90.2,82.0,"82.0","0",-,82.0,-,0.2,1,4,50,4,8,2.8,0.1,0.02,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02034,262,＜でん粉・でん粉製品＞ （でん粉類） じゃがいもでん粉,1442,338,18.0,-,"0.1",-,"0",0.1,89.8,81.6,"81.6","0",-,81.6,-,0.2,2,34,10,6,40,0.6,Tr,0.03,-,0,0,6,0,0,0,0,0,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,0,0,-,0
02035,263,＜でん粉・でん粉製品＞ （でん粉類） とうもろこしでん粉,1548,363,12.8,-,"0.1",0.7,"0",0.7,94.9,86.3,"86.3","0",-,86.3,-,0.1,1,5,3,4,13,0.3,0.1,0.04,-,1,Tr,1,2,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,0.1,0,-,0
02036,264,＜でん粉・でん粉製品＞ （でん粉製品） くずきり 乾,1452,341,11.8,-,"0.2",-,"0",0.2,89.6,81.5,"86.8","0.9",-,87.7,-,0.1,4,3,19,4,18,1.4,0.1,0.03,0.05,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02037,265,＜でん粉・でん粉製品＞ （でん粉製品） くずきり ゆで,564,133,66.5,-,"0.1",-,"0",0.1,32.4,29.4,"32.5","0.8",-,33.3,-,Tr,2,Tr,5,1,5,0.4,Tr,0.01,0.01,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
02056,266,＜でん粉・でん粉製品＞ （でん粉製品） ごま豆腐,315,75,84.8,1.5,"1.5",3.5,"0",4.3,7.8,7.2,"8.9","1.0",-,9.1,-,0.2,Tr,32,6,27,69,0.6,0.4,0.12,0.10,-,-,-,-,0,0,0,0,0,0,"0",0,0,2.5,Tr,0,0.10,"0.01","0.4",0.9,0.03,"0","6",0.03,-,0,-,0
02038,267,＜でん粉・でん粉製品＞ （でん粉製品） タピオカパール 乾,1494,352,11.9,-,"0",-,"0",0.2,-,-,"87.4","0.5",-,87.8,-,0.1,5,12,24,3,8,0.5,0.1,0.01,0.13,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,Tr
02057,268,＜でん粉・でん粉製品＞ （でん粉製品） タピオカパール ゆで,260,61,84.6,-,"0",-,"0",Tr,-,-,"15.1","0.2",-,15.4,-,Tr,Tr,1,4,0,1,0.1,0,0,0.01,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
02058,269,＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 生,548,129,67.4,-,"0.1",-,"0",0.2,-,-,"31.4","0.8",-,32.2,-,0.2,8,3,1,0,31,0.1,0,0,0,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",Tr,0,"0","0",0,-,0,-,Tr
02059,270,＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 乾,1473,347,12.6,-,"0.2",-,"0",0.3,-,-,"84.9","1.8",-,86.7,-,0.2,32,38,6,5,48,0.2,Tr,0,0.02,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0.1
02060,271,＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 乾 ゆで,350,83,79.2,-,"0",-,"0",0.2,-,-,"20.0","0.6",-,20.6,-,Tr,5,7,1,1,11,0.1,0,0,0,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,Tr
02039,272,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ 乾,1466,344,11.8,-,"0.2",-,"0",0.4,88.5,80.4,"83.4","4.1",-,87.5,-,0.1,14,13,20,3,10,0.5,0.1,0.01,0.02,2,1,5,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",Tr,0,"0","0",0,-,0,-,Tr
02061,273,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ ゆで,331,78,79.3,-,"Tr",-,"0",0.1,19.8,18.0,"19.1","1.5",-,20.6,-,Tr,0,0,3,Tr,3,0.1,Tr,0,0,0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
02040,274,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ 乾,1468,346,12.9,-,"0",-,"0",0.2,86.1,78.2,"85.4","1.2",-,86.6,-,0.3,7,14,41,5,46,0.4,Tr,0.01,0.05,0,0,4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,Tr
02062,275,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ ゆで,323,76,80.0,-,"0",-,"0",Tr,19.7,17.9,"19.1","0.8",-,19.9,-,0.1,1,2,10,1,10,0.1,0,0,0.01,0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03001,276,（砂糖類） 黒砂糖,1504,352,4.4,0.7,"1.7",-,"0",Tr,93.2,88.9,"91.3","0",-,90.3,-,3.6,27,1100,240,31,31,4.7,0.5,0.24,0.93,15,4,13,9,0,0,13,0,13,1,"0",0,0,0,0,0,0.05,"0.07","0.8",0.9,0.72,"0","10",1.39,34.0,0,-,0.1
03030,277,（砂糖類） てんさい含蜜糖,1517,357,2.0,-,"0.9",-,"-",Tr,89.7,85.4,"88.7","8.3",0,96.9,-,0.1,48,27,Tr,0,1,0.1,Tr,Tr,Tr,0,0,0,0,-,-,-,-,-,-,"-",-,-,-,-,-,0,"0","0.2",0.3,0.01,"-","1",0,Tr,-,-,0.1
03002,278,（砂糖類） 和三盆糖,1675,393,0.3,-,"0.2",-,"0",Tr,104.5,99.6,"99.0","0",-,99.0,-,0.5,1,140,27,17,13,0.7,0.2,0.07,0.30,0,0,2,Tr,0,0,Tr,0,Tr,0,"0",0,0,0,0,0,0.01,"0.03","Tr",Tr,0.08,"0","2",0.37,0.9,0,-,0
03003,279,（砂糖類） 車糖 上白糖,1667,391,0.7,-,"0",-,"0",0,104.2,99.3,"99.3","0",-,99.3,-,0,1,2,1,Tr,Tr,Tr,0,0.01,0,0,0,0,0,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0.1,0,-,0
03004,280,（砂糖類） 車糖 三温糖,1662,390,0.9,-,"Tr",-,"0",0,103.9,99.0,"99.0","0",-,99.0,-,0.1,7,13,6,2,Tr,0.1,Tr,0.07,0.01,0,0,Tr,0,0,-,-,-,0,0,"0",0,0,0,0,0,Tr,"0.01","Tr",0,0,"0","0",0,0.3,0,-,Tr
03005,281,（砂糖類） ざらめ糖 グラニュー糖,1678,393,Tr,-,"0",-,"0",0,104.9,99.9,"100","0",0,100,-,0,Tr,Tr,Tr,0,0,Tr,Tr,0,0,0,0,0,0,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0.1,0,-,0
03006,282,（砂糖類） ざらめ糖 白ざら糖,1678,393,Tr,-,"0",-,"0",0,104.9,99.9,"100","0",-,100,-,0,Tr,Tr,0,0,0,Tr,0,0,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03007,283,（砂糖類） ざらめ糖 中ざら糖,1676,393,Tr,-,"0",-,"0",0,104.8,99.8,"100","0",-,100,-,Tr,2,1,Tr,Tr,Tr,0.1,Tr,0.02,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03008,284,（砂糖類） 加工糖 角砂糖,1679,394,Tr,-,"0",-,"0",0,104.9,99.9,"100","0",-,100,-,0,Tr,Tr,Tr,0,0,0.1,0,0.01,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03009,285,（砂糖類） 加工糖 氷砂糖,1679,394,Tr,-,"0",-,"0",0,104.9,99.9,"100","0",-,100,-,0,Tr,Tr,Tr,Tr,0,0.1,Tr,0,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03010,286,（砂糖類） 加工糖 コーヒーシュガー,1680,394,0.1,-,"0.1",-,"0",0,104.9,99.9,"99.8","0",-,99.8,-,Tr,2,Tr,1,Tr,Tr,0.2,1.2,0.01,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",Tr,0,"0","0",0,-,0,-,0
03011,287,（砂糖類） 加工糖 粉糖,1675,393,0.3,-,"0",-,"0",0,104.7,99.7,"99.7","0",-,99.7,-,0,1,1,Tr,Tr,0,0.2,0,0,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03012,288,（砂糖類） 液糖 しょ糖型液糖,1141,267,32.1,-,"0",-,"0",0,71.3,67.9,"67.9","0",-,67.9,-,Tr,Tr,Tr,Tr,Tr,0,Tr,0,0.01,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03013,289,（砂糖類） 液糖 転化型液糖,1256,294,23.4,-,"0",-,"0",0,78.5,76.6,"76.6","0",-,76.6,-,Tr,4,Tr,Tr,Tr,Tr,Tr,0,Tr,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03014,290,（砂糖類） 氷糖みつ,1163,274,31.5,-,"0.2",-,"0",0,-,-,"68.2","0",-,68.2,-,0.1,10,Tr,Tr,Tr,Tr,0.7,0.1,0,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0.01,"0.02","0.1",0.1,0,"0","0",0,-,0,-,0
03031,291,（でん粉糖類） 還元麦芽糖,873,208,0,-,"0",-,"-",Tr,0,0,"0.7","0.3",98.9,100,0,0,0,Tr,Tr,0,0,Tr,0,Tr,0,0,0,0,0,-,-,-,-,-,-,"-",-,-,-,-,-,0,"0","0",0,0,"-","Tr",Tr,0,-,-,0
03032,292,（でん粉糖類） 還元水あめ,913,218,30.1,-,"0",-,"-",Tr,20.3,18.5,"-","14.0",69.9,69.9,0,0,0,Tr,Tr,0,1,0,0,Tr,0,0,0,0,0,-,-,-,-,-,-,"-",-,-,-,-,-,0,"0","0",0,0,"-","0",0,0,-,-,0
03015,293,（でん粉糖類） 粉あめ,1694,397,3.0,-,"0",-,"0",0,105.9,97.0,"97.0","0",-,97.0,-,0,Tr,Tr,Tr,0,1,0.1,0,Tr,0,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03024,294,（でん粉糖類） 水あめ 酵素糖化,1461,342,15.0,-,"0",-,"0",0,91.3,85.0,"85.0","0",-,85.0,-,Tr,Tr,0,Tr,0,1,0.1,0,Tr,0.01,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0,0,-,0
03025,295,（でん粉糖類） 水あめ 酸糖化,1456,341,15.0,-,"0",-,"0",0,91.0,85.0,"85.0","0",-,85.0,-,Tr,Tr,0,Tr,0,1,0.1,0,Tr,0.01,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0,0,-,0
03017,296,（でん粉糖類） ぶどう糖 全糖,1460,342,9.0,-,"0",-,"0",0,91.3,91.0,"91.0","0",-,91.0,-,0,Tr,Tr,Tr,0,1,0.1,0,Tr,0,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03018,297,（でん粉糖類） ぶどう糖 含水結晶,1461,342,8.7,-,"0",-,"0",0,91.3,91.3,"91.3","0",-,91.3,-,0,Tr,Tr,Tr,0,Tr,0.1,Tr,0.01,0,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03019,298,（でん粉糖類） ぶどう糖 無水結晶,1595,374,0.3,-,"0",-,"0",0,99.7,99.7,"99.7","0",-,99.7,-,0,Tr,Tr,Tr,0,Tr,0.1,0,Tr,0,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03020,299,（でん粉糖類） 果糖,1598,375,0.1,-,"0",-,"0",0,99.9,99.9,"99.9","0",-,99.9,-,0,Tr,Tr,Tr,Tr,0,Tr,0,Tr,0,-,-,-,-,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,-,0,-,0
03026,300,（でん粉糖類） 異性化液糖 ぶどう糖果糖液糖,1208,283,25.0,-,"0",-,"0",0,75.5,75.0,"75.0","0",-,75.0,-,Tr,Tr,Tr,Tr,0,1,0.1,0,Tr,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0,0,-,0
03027,301,（でん粉糖類） 異性化液糖 果糖ぶどう糖液糖,1208,283,25.0,-,"0",-,"0",0,75.5,75.0,"75.0","0",-,75.0,-,Tr,Tr,Tr,Tr,0,1,0.1,0,Tr,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0,0,-,0
03028,302,（でん粉糖類） 異性化液糖 高果糖液糖,1205,282,25.0,-,"0",-,"0",0,75.3,75.0,"75.0","0",-,75.0,-,Tr,Tr,Tr,Tr,0,1,0.1,0,Tr,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0,0,-,0
03029,303,（その他） 黒蜜,851,199,46.5,-,"1.0",-,"0",0,52.2,49.7,"50.5","0",-,50.5,-,2.0,15,620,140,17,17,2.6,0.3,0.14,-,8,2,7,5,0,-,-,-,0,0,"0",0,0,0,0,0,0.03,"0.04","0.5",0.6,0.41,"0","6",0.78,19.0,0,-,Tr
03022,304,（その他） はちみつ,1397,329,17.6,0.2,"0.3",-,"0",Tr,75.3,75.2,"81.7","0",-,81.9,0.3,0.1,2,65,4,2,5,0.2,0.1,0.04,0.21,Tr,0,1,0,0,0,1,0,1,0,"0",0,0,0,0,0,Tr,"0.01","0.3",0.4,0.02,"0","7",0.12,0.4,0,-,0
03023,305,（その他） メープルシロップ,1129,266,33.0,-,"0.1",-,"0",0,-,-,"66.3","0",-,66.3,-,0.6,1,230,75,18,1,0.4,1.5,0.01,2.01,4,0,5,2,0,0,0,0,0,0,"0",0,0,0,0,0,Tr,"0.02","Tr",Tr,Tr,"0","1",0.13,0.1,0,-,0
04001,306,あずき 全粒 乾,1279,304,14.2,17.8,"20.8",0.8,"0",2.0,46.5,42.3,"37.7","24.8",-,59.6,1.2,3.4,1,1300,70,130,350,5.5,2.4,0.68,1.09,0,1,2,210,0,2,8,1,9,1,"0",0.1,0.2,3.0,11.0,8,0.46,"0.16","2.2",6.2,0.40,"0","130",1.02,9.6,2,-,0
04002,307,あずき 全粒 ゆで,512,122,63.9,7.4,"8.6",0.3,"0",0.8,18.2,16.5,"14.9","12.1",-,25.6,0.3,1.0,1,430,27,43,95,1.6,0.9,0.30,0.44,0,Tr,1,90,0,Tr,4,Tr,4,Tr,"0",0.1,0.1,1.3,4.2,3,0.15,"0.04","0.5",2.2,0.11,"0","23",0.43,3.3,Tr,-,0
04003,308,あずき ゆで小豆缶詰,860,202,45.3,3.6,"4.4",0.2,"0",0.4,47.7,44.9,"46.8","3.4",-,49.2,-,0.7,90,160,13,36,80,1.3,0.4,0.12,0.28,-,-,-,-,0,-,-,-,0,0,"0",0,0,0.8,2.0,4,0.02,"0.04","0.3",1.1,0.05,"0","13",0.14,-,Tr,-,0.2
04004,309,あずき あん こし生あん,624,147,62.0,8.5,"9.8",0.3,"0",0.6,26.0,23.6,"22.0","6.8",-,27.1,-,0.5,3,60,73,30,85,2.8,1.1,0.23,0.74,Tr,1,1,59,0,-,-,-,0,0,"0",0,0,1.4,3.8,7,0.02,"0.05","0.1",1.8,0,"0","2",0.07,2.5,Tr,-,0
04005,310,あずき あん さらしあん （乾燥あん）,1413,335,7.8,20.2,"23.5",0.4,"0",1.0,52.4,47.7,"43.8","26.8",-,66.8,-,1.0,11,170,58,83,210,7.2,2.3,0.40,1.33,2,1,13,150,0,-,-,-,0,0,"0",0.1,0,3.4,3.9,5,0.01,"0.03","0.8",5.1,0.03,"0","2",0.10,7.2,Tr,-,Tr
04101,311,あずき あん こし練りあん （並あん）,1085,255,35.0,4.9,"5.6",0.1,"0",0.3,60.4,56.8,"55.8","3.9",-,58.8,-,0.3,2,35,42,17,49,1.6,0.6,0.14,0.42,0,0,1,34,0,0,0,0,0,0,"0",0,0,0.8,2.2,4,0.01,"0.03","0.1",1.1,0,"0","1",0.04,1.4,0,-,0
04102,312,あずき あん こし練りあん （中割りあん）,1115,262,33.2,4.4,"5.1",0.1,"0",0.3,63.0,59.3,"58.5","3.5",-,61.1,-,0.3,2,32,38,16,44,1.5,0.6,0.12,0.38,0,0,1,31,0,0,0,0,0,0,"0",0,0,0.7,2.0,4,0.01,"0.03","0.1",1.0,0,"0","1",0.04,1.3,0,-,0
04103,313,あずき あん こし練りあん （もなかあん）,1241,292,25.7,4.4,"5.1",0.1,"0",0.3,70.9,66.9,"66.0","3.5",-,68.6,-,0.3,2,32,38,16,44,1.5,0.6,0.12,0.38,0,0,1,31,0,0,0,0,0,0,"0",0,0,0.7,2.0,4,0.01,"0.03","0.1",1.0,0,"0","1",0.04,1.3,0,-,0
04006,314,あずき あん つぶし練りあん,1014,239,39.3,4.9,"5.6",0.3,"0",0.6,54.7,51.6,"49.4","5.7",-,54.0,-,0.5,56,160,19,23,73,1.5,0.7,0.20,0.40,0,Tr,1,49,0,0,0,0,0,0,"0",0.1,Tr,0.9,1.9,6,0.02,"0.03","0.1",1.1,0.03,"0","8",0.18,1.7,Tr,-,0.1
04007,315,いんげんまめ 全粒 乾,1180,280,15.3,17.7,"22.1",1.5,"0",2.5,41.8,38.1,"42.3","19.6",-,56.4,-,3.7,Tr,1400,140,150,370,5.9,2.5,0.77,1.93,0,1,3,110,0,Tr,6,0,6,Tr,"0",0.1,0,2.0,0.1,8,0.64,"0.16","2.0",6.1,0.37,"0","87",0.65,9.5,Tr,-,0
04008,316,いんげんまめ 全粒 ゆで,535,127,63.6,7.3,"9.3",0.7,"0",1.2,17.3,15.8,"13.5","13.6",-,24.5,-,1.4,Tr,410,62,46,140,2.0,1.0,0.32,0.84,0,Tr,Tr,27,0,0,3,0,3,0,"0",0,0,1.3,0.1,3,0.22,"0.07","0.6",2.3,0.08,"0","32",0.15,3.7,Tr,-,0
04009,317,いんげんまめ うずら豆,908,214,41.4,6.1,"6.7",0.6,"0",1.3,45.9,43.2,"45.0","5.9",-,49.6,-,1.0,110,230,41,25,100,2.3,0.6,0.14,-,-,-,-,-,0,-,-,-,0,0,"0",0,0,0.6,0,3,0.03,"0.01","0.3",1.7,0.04,"0","23",0.14,-,Tr,-,0.3
04010,318,いんげんまめ こし生あん,568,135,62.3,7.4,"9.4",0.5,"0",0.9,-,-,"20.9","8.5",-,27.0,-,0.4,9,55,60,45,75,2.7,0.8,0.09,0.73,0,5,Tr,6,0,-,-,-,0,0,"0",0,0,1.5,0.1,3,0.01,"0.02","0",1.7,0,"0","14",0.07,2.8,Tr,-,0
04011,319,いんげんまめ 豆きんとん,1010,238,37.8,3.8,"4.9",0.3,"0",0.5,-,-,"52.7","4.8",-,56.2,-,0.6,100,120,28,23,83,1.0,0.5,0.09,0.50,-,-,-,-,0,Tr,Tr,-,Tr,0,"0",0,Tr,1.3,0.1,1,0.01,"0.01","0.1",1.0,0.03,"0","15",0.07,-,Tr,-,0.3
04012,320,えんどう 全粒 青えんどう 乾,1307,310,13.4,17.8,"21.7",1.5,"0",2.3,42.7,38.9,"47.8","17.4",-,60.4,-,2.2,1,870,65,120,360,5.0,4.1,0.49,-,1,11,2,280,0,0,89,6,92,8,"0",0.1,0,6.7,0.2,16,0.72,"0.15","2.5",5.8,0.29,"0","24",1.74,16.0,Tr,-,0
04013,321,えんどう 全粒 青えんどう ゆで,545,129,63.8,7.4,"9.2",0.6,"0",1.0,18.8,17.2,"19.7","7.7",-,25.2,-,0.8,1,260,28,40,65,2.2,1.4,0.21,-,0,5,1,63,0,0,43,2,44,4,"0",0,0,2.3,0.1,7,0.27,"0.06","0.8",2.2,Tr,"0","5",0.39,5.7,Tr,-,0
04074,322,えんどう 全粒 赤えんどう 乾,1307,310,13.4,17.8,"21.7",1.5,"0",2.3,42.7,38.9,"47.8","17.4",-,60.4,-,2.2,1,870,65,120,360,5.0,4.1,0.49,-,1,11,2,280,0,0,16,4,18,1,"0",0.1,0,6.7,0.2,16,0.72,"0.15","2.5",5.8,0.29,"0","24",1.74,16.0,Tr,-,0
04075,323,えんどう 全粒 赤えんどう ゆで,545,129,63.8,7.4,"9.2",0.6,"0",1.0,18.8,17.2,"19.7","7.7",-,25.2,-,0.8,1,260,28,40,65,2.2,1.4,0.21,-,0,5,1,63,0,0,6,1,7,1,"0",0,0,2.3,0.1,7,0.27,"0.06","0.8",2.2,Tr,"0","5",0.39,5.7,Tr,-,0
04014,324,えんどう グリンピース（揚げ豆）,1570,375,5.6,16.6,"20.8",9.8,"0",11.6,-,-,"45.2","19.6",-,58.8,-,3.2,350,850,88,110,450,5.4,3.5,0.62,0.90,-,-,-,-,0,-,-,-,26,2,"0",1.1,0.5,5.2,0.4,24,0.52,"0.16","1.9",5.1,0.17,"0","8",0.44,-,Tr,-,0.9
